,Timestep,tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS,tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUSVAR,tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUSSTD
25142,2074-11-03,17.194265365600586,3.112955093383789,1.7643568515777588
25143,2074-11-04,20.945405960083008,2.8045806884765625,1.6746882200241089
25144,2074-11-05,20.97670555114746,4.472620487213135,2.1148571968078613
25145,2074-11-06,20.064273834228516,2.255225896835327,1.5017409324645996
25146,2074-11-07,21.574600219726562,2.191042184829712,1.4802169799804688
25147,2074-11-08,21.375885009765625,4.919311046600342,2.217952013015747
25148,2074-11-09,24.490283966064453,3.1703922748565674,1.7805595397949219
25149,2074-11-10,25.434606552124023,2.7223753929138184,1.6499621868133545
25150,2074-11-11,24.077878952026367,6.3097944259643555,2.511930465698242
25151,2074-11-12,18.914304733276367,2.1029062271118164,1.450140118598938
25152,2074-11-13,18.062557220458984,7.486992835998535,2.736237049102783
25153,2074-11-14,13.078187942504883,2.7462639808654785,1.6571855545043945
25154,2074-11-15,16.405099868774414,2.7126896381378174,1.6470245122909546
25155,2074-11-16,13.515107154846191,14.409042358398438,3.795924425125122
25156,2074-11-17,14.40214729309082,5.897215366363525,2.4284183979034424
25157,2074-11-18,11.42940902709961,1.961576223373413,1.4005628824234009
25158,2074-11-19,15.354519844055176,3.218963146209717,1.7941468954086304
25159,2074-11-20,18.930931091308594,2.68831205368042,1.639607310295105
25160,2074-11-21,18.71470069885254,4.071491241455078,2.017793655395508
25161,2074-11-22,19.894845962524414,3.9247148036956787,1.9810893535614014
25162,2074-11-23,15.813447952270508,2.5530495643615723,1.5978264808654785
25163,2074-11-24,14.864888191223145,10.860895156860352,3.2955873012542725
25164,2074-11-25,22.037649154663086,2.332698106765747,1.5273172855377197
25165,2074-11-26,21.661575317382812,1.5817992687225342,1.2576960325241089
25166,2074-11-27,17.129606246948242,2.243913173675537,1.497969627380371
25167,2074-11-28,14.165380477905273,2.3884761333465576,1.5454695224761963
25168,2074-11-29,18.34432029724121,1.789650321006775,1.337778091430664
25169,2074-11-30,15.890069007873535,2.263827323913574,1.504602074623108
25170,2074-12-01,12.092724800109863,4.303034782409668,2.074375867843628
